qid,Len,Den,P13,P14,P15,P16,P17
,3958003_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958003""","""-""",Q3610,Q10
,3958068_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958068""","""+""",Q3611,Q10
,3958347_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958347""","""-""",Q3611,Q10
,3958520_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958520""","""-""",Q3611,Q10
,3958671_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958671""","""+""",Q3612,Q10
,3958793_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3958793""","""+""",Q3612,Q12
,3959222_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3959222""","""+""",Q3612,Q11
,3959251_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3959251""","""-""",Q3612,Q12
,3960473_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3960473""","""+""",Q3612,Q10
,3960834_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3960834""","""+""",Q3613,Q10
,3961596_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3961596""","""+""",Q3613,Q10
,3961648_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3961648""","""-""",Q3613,Q10
,3961977_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3961977""","""+""",Q3613,Q10
,3962329_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962329""","""+""",Q3613,Q10
,3962363_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962363""","""-""",Q3613,Q10
,3962402_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962402""","""+""",Q3614,Q10
,3962522_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962522""","""-""",Q3613,Q10
,3962541_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962541""","""+""",Q3614,Q10
,3962573_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962573""","""+""",Q3614,Q10
,3962597_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962597""","""+""",Q3614,Q10
,3962651_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3962651""","""-""",Q3614,Q10
,3963132_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963132""","""+""",Q3614,Q10
,3963392_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963392""","""+""",Q3614,Q12
,3963396_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963396""","""+""",Q3614,Q10
,3963437_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963437""","""-""",Q3614,Q10
,3963673_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963673""","""+""",Q3615,Q10
,3963723_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3963723""","""-""",Q3614,Q10
,3964185_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3964185""","""+""",Q3616,Q10
,3964190_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3964190""","""-""",Q3615,Q10
,3964218_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3964218""","""+""",Q3616,Q10
,3964535_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3964535""","""-""",Q3616,Q11
,3964748_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3964748""","""+""",Q3616,Q10
,3965750_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3965750""","""-""",Q3616,Q10
,3965769_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3965769""","""+""",Q3617,Q10
,3965832_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3965832""","""-""",,Q10
,3965913_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3965913""","""+""",Q3617,Q10
,3966153_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3966153""","""+""",Q3617,Q10
,3966711_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3966711""","""-""",Q3617,Q10
,3966747_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3966747""","""-""",Q3617,Q10
,3966867_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3966867""","""-""",Q3617,Q10
,3968009_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3968009""","""+""",Q3618,Q10
,3968302_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3968302""","""-""",Q3618,Q10
,3969260_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3969260""","""-""",Q3618,Q10
,3969441_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3969441""","""-""",Q3620,Q10
,3969684_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3969684""","""+""",Q3620,Q10
,3970615_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3970615""","""+""",Q3621,Q10
,3971302_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3971302""","""+""",Q3621,Q12
,3971304_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3971304""","""+""",Q3621,Q10
,3973046_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3973046""","""+""",Q3622,Q10
,3973826_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3973826""","""-""",Q3622,Q12
,3973828_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3973828""","""-""",Q3622,Q10
,3974299_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3974299""","""+""",Q3624,Q12
,3974517_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3974517""","""+""",Q3624,Q10
,3974916_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3974916""","""+""",Q3624,Q10
,3975133_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3975133""","""+""",Q3624,Q10
,3975313_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3975313""","""-""",Q3624,Q12
,3975341_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3975341""","""+""",Q3625,Q10
,3975514_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3975514""","""+""",Q3625,Q12
,3975679_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3975679""","""-""",Q3625,Q10
,3976317_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3976317""","""+""",Q3625,Q12
,3976393_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3976393""","""+""",Q3626,Q10
,3977139_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3977139""","""+""",Q3626,Q10
,3977641_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3977641""","""+""",Q3626,Q10
,3978139_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978139""","""+""",Q3627,Q10
,3978399_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978399""","""-""",Q3627,Q11
,3978576_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978576""","""+""",Q3627,Q10
,3978810_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978810""","""-""",Q3627,Q10
,3978846_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978846""","""+""",Q3628,Q10
,3978879_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978879""","""-""",Q3628,Q10
,3978899_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3978899""","""-""",Q3628,Q12
,3979050_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3979050""","""-""",Q3628,Q10
,3980188_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980188""","""+""",Q3629,Q10
,3980223_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980223""","""+""",Q3629,Q11
,3980385_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980385""","""+""",Q3629,Q10
,3980532_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980532""","""+""",Q3630,Q12
,3980629_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980629""","""+""",Q3631,Q10
,3980845_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980845""","""+""",Q3632,Q10
,3980943_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3980943""","""+""",Q3632,Q10
,3981031_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3981031""","""-""",Q3632,Q10
,3981546_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3981546""","""+""",Q3632,Q10
,3981982_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3981982""","""+""",Q3632,Q10
,3982513_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3982513""","""-""",Q3633,Q10
,3982635_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3982635""","""-""",Q3633,Q11
,3983019_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3983019""","""-""",Q3633,Q12
,3983213_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3983213""","""-""",Q3633,Q10
,3983854_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3983854""","""-""",Q3633,Q10
,3984044_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984044""","""+""",Q3633,Q11
,3984221_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984221""","""-""",Q3633,Q11
,3984288_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984288""","""+""",Q3634,Q10
,3984387_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984387""","""-""",Q3634,Q12
,3984455_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984455""","""+""",Q3634,Q10
,3984725_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984725""","""-""",Q3635,Q10
,3984759_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3984759""","""-""",Q3635,Q10
,3985290_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3985290""","""+""",Q3635,Q10
,3985759_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3985759""","""+""",Q3635,Q10
,3985791_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3985791""","""-""",Q3635,Q10
,3987125_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3987125""","""+""",Q3636,Q10
,3987363_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3987363""","""+""",Q3637,Q10
,3987493_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3987493""","""-""",Q3637,Q10
,3988279_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3988279""","""-""",Q3638,Q10
,3988595_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3988595""","""-""",Q3638,Q10
,3988797_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3988797""","""+""",Q3638,Q10
,3988972_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3988972""","""-""",Q3638,Q10
,3988975_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3988975""","""+""",Q3639,Q10
,3989022_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989022""","""+""",Q3639,Q10
,3989274_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989274""","""-""",Q3639,Q10
,3989511_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989511""","""+""",Q3639,Q12
,3989575_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989575""","""-""",Q3639,Q12
,3989727_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989727""","""-""",Q3639,Q10
,3989926_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3989926""","""-""",Q3639,Q10
,3990119_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3990119""","""-""",Q3639,Q10
,3990367_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3990367""","""+""",Q3639,Q10
,3990408_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3990408""","""-""",Q3639,Q10
,3990654_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3990654""","""+""",Q3639,Q10
,3991389_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3991389""","""-""",Q3639,Q10
,3991452_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3991452""","""+""",Q3639,Q11
,3992100_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992100""","""+""",Q3640,Q10
,3992106_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992106""","""-""",Q3640,Q10
,3992288_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992288""","""+""",Q3641,Q10
,3992390_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992390""","""-""",,Q10
,3992438_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992438""","""+""",Q3641,Q10
,3992746_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3992746""","""-""",Q3641,Q10
,3993195_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3993195""","""-""",Q3642,Q10
,3993552_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3993552""","""-""",Q3642,Q10
,3995251_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3995251""","""-""",Q3644,Q10
,3995275_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3995275""","""+""",Q3645,Q10
,3995930_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3995930""","""+""",Q3646,Q10
,3996120_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3996120""","""-""",Q3646,Q10
,3997885_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3997885""","""+""",Q3646,Q12
,3998359_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3998359""","""+""",Q3647,Q10
,3998787_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3998787""","""-""",Q3647,Q10
,3999089_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999089""","""+""",Q3647,Q10
,3999215_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999215""","""+""",Q3648,Q10
,3999433_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999433""","""+""",Q3648,Q12
,3999585_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999585""","""+""",Q3648,Q10
,3999773_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999773""","""+""",Q3648,Q11
,3999803_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""3999803""","""+""",Q3648,Q10
,4000264_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000264""","""-""",Q3648,Q10
,4000283_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000283""","""-""",Q3648,Q10
,4000367_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000367""","""-""",Q3648,Q12
,4000474_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000474""","""-""",Q3649,Q10
,4000565_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000565""","""-""",Q3649,Q10
,4000617_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000617""","""-""",Q3649,Q10
,4000971_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000971""","""-""",Q3649,Q10
,4000981_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4000981""","""+""",Q3650,Q12
,4001731_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4001731""","""+""",Q3651,Q10
,4002225_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002225""","""-""",Q3651,Q10
,4002248_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002248""","""-""",Q3651,Q10
,4002674_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002674""","""+""",Q3652,Q10
,4002748_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002748""","""-""",Q3653,Q10
,4002752_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002752""","""-""",Q3653,Q10
,4002838_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002838""","""+""",Q3652,Q10
,4002846_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002846""","""-""",Q3653,Q10
,4002946_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002946""","""+""",Q3652,Q10
,4002989_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4002989""","""-""",Q3653,Q10
,4003546_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003546""","""+""",Q3652,Q10
,4003669_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003669""","""+""",Q3654,Q10
,4003711_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003711""","""+""",Q3654,Q12
,4003726_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003726""","""-""",Q3652,Q10
,4003805_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003805""","""+""",Q3654,Q10
,4003859_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4003859""","""+""",Q3654,Q10
,4004779_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4004779""","""-""",Q3654,Q10
,4005257_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4005257""","""+""",Q3654,Q10
,4005470_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4005470""","""-""",Q3654,Q10
,4005704_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4005704""","""-""",Q3654,Q10
,4005749_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4005749""","""+""",Q3655,Q10
,4006218_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4006218""","""+""",Q3655,Q10
,4006653_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4006653""","""+""",Q3656,Q10
,4007048_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007048""","""+""",Q3657,Q10
,4007091_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007091""","""+""",Q3657,Q10
,4007124_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007124""","""+""",Q3657,Q10
,4007159_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007159""","""-""",Q3656,Q10
,4007589_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007589""","""-""",Q3657,Q10
,4007606_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4007606""","""+""",Q3657,Q10
,4008397_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4008397""","""+""",Q3658,Q10
,4008447_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4008447""","""-""",Q3658,Q12
,4008460_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4008460""","""+""",Q3658,Q10
,4008516_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4008516""","""-""",Q3658,Q10
,4008705_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4008705""","""-""",Q3658,Q11
,4009077_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009077""","""+""",Q3659,Q10
,4009291_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009291""","""+""",Q3659,Q10
,4009419_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009419""","""+""",Q3659,Q10
,4009598_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009598""","""-""",Q3659,Q10
,4009725_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009725""","""+""",Q3659,Q10
,4009822_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4009822""","""+""",Q3659,Q11
,4010103_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4010103""","""-""",Q3660,Q11
,4010740_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4010740""","""+""",Q3660,Q12
,4010878_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4010878""","""-""",Q3660,Q10
,4010909_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4010909""","""+""",Q3661,Q10
,4010982_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4010982""","""-""",Q3660,Q10
,4011090_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4011090""","""+""",Q3661,Q10
,4011092_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4011092""","""+""",Q3661,Q12
,4011895_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4011895""","""+""",Q3661,Q11
,4011967_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4011967""","""-""",Q3661,Q10
,4012121_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4012121""","""-""",Q3661,Q10
,4013410_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4013410""","""-""",Q3662,Q10
,4013446_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4013446""","""-""",Q3662,Q10
,4013593_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4013593""","""+""",Q3662,Q10
,4014022_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014022""","""+""",Q3662,Q10
,4014208_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014208""","""+""",Q3663,Q10
,4014222_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014222""","""+""",Q3663,Q12
,4014225_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014225""","""-""",Q3662,Q12
,4014247_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014247""","""+""",Q3663,Q12
,4014248_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014248""","""-""",Q3662,Q10
,4014349_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014349""","""+""",Q3663,Q11
,4014411_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014411""","""+""",Q3663,Q10
,4014591_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014591""","""+""",Q3663,Q10
,4014652_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014652""","""+""",Q3663,Q12
,4014748_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014748""","""-""",Q3663,Q10
,4014968_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4014968""","""+""",Q3663,Q12
,4015089_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4015089""","""-""",Q3663,Q10
,4015321_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4015321""","""+""",Q3664,Q10
,4015331_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4015331""","""+""",Q3664,Q11
,4015823_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4015823""","""-""",Q3664,Q10
,4016147_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4016147""","""-""",Q3664,Q10
,4016239_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4016239""","""-""",Q3664,Q10
,4016553_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4016553""","""-""",Q3664,Q10
,4016653_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4016653""","""+""",Q3665,Q12
,4017157_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4017157""","""+""",Q3665,Q10
,4017191_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4017191""","""+""",Q3665,Q10
,4017443_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4017443""","""+""",Q3666,Q10
,4017523_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4017523""","""-""",Q3665,Q10
,4018363_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018363""","""-""",Q3667,Q10
,4018461_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018461""","""-""",Q3667,Q10
,4018676_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018676""","""-""",Q3667,Q11
,4018716_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018716""","""-""",Q3667,Q10
,4018931_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018931""","""-""",Q3667,Q10
,4018944_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4018944""","""-""",Q3667,Q10
,4019219_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019219""","""+""",Q3667,Q10
,4019408_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019408""","""+""",Q3667,Q10
,4019423_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019423""","""+""",Q3667,Q10
,4019698_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019698""","""+""",Q3668,Q11
,4019710_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019710""","""+""",Q3668,Q11
,4019786_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019786""","""+""",Q3668,Q10
,4019933_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4019933""","""+""",Q3668,Q10
,4020998_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4020998""","""+""",Q3669,Q10
,4021105_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""4021105""","""-""",Q3669,Q10
